,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
3619,18356,Stop grumbling.,Stop complaining.,Stop moaning.,Cut the marbles.,Stop yelling.,Stop murmuring.,Stop bitching.,Stop complaining.,Stop complaining.,Stop complaining.,Stop grumbling.,Stop grumbling.,Stop grumbling.,Stop grumbling.
3758,18505,Money is the root of all evil.,Money is the source of all sin.,Money is the root of all evil.,Money is the root of all evil.,Money is the root of all evils.,Money is the origin of all evil.,Money is the root of all evil.,Money is the root of all evil.,Money is the root of all evil.,Money is the source of all evil.,Money is the root of evil.,Money is the root of all evils.,Money is the root of all evil.,Money is the root of evil.
3781,18531,I wish I were rich.,I hope I'm rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I were rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I was rich.,I wish I were rich.
3845,18604,The price of gold varies from day to day.,The price of gold is changing every day.,The gold price changes from day to day.,Gold prices vary every day.,The price of gold varies from day to day.,The price of gold changes daily.,The price of gold changes every day.,The price of gold changes from day to day.,The price of gold varies from day to day.,The price of gold changes from day to day.,The price of gold changes from day to day.,The price of gold varies from day to day.,The price of gold changes day by day.,The price of gold varies from day to day.
3870,18631,Money talks.,Money is almighty.,Money rules the world.,Money speaks.,Money is king.,Money rules the world.,This is Memmon.,Money talks.,Money says things.,Money has the power of persuasion.,Money decides everything.,Money moves the world.,Money talks.,Money solves everything.
4377,19170,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.,Don't be afraid.
4540,19342,"Fish, please.","Fish, thank you.","Fish, please.","Fish, please.","Fish, please.","Fish, please.","Fish, please.","Some fish, please.","Fish, please.",I'll have a fish.,"I'll have a fish, please.","Fish, please.","Fish, please.","Fish, please."
4770,19587,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance!,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.,Call an ambulance.
4896,19729,Haste makes waste.,"If you want to do it quickly, you won't be able to do it.",Haste rush is rarely good.,Slowly but surely.,Speed creates loss.,Hurry for a while!,Speed from the devil.,The rush is bad counselor.,"If you're in a hurry, go around.","When you're in a hurry, the devil's happy.","If you hurry, you'll make people laugh.",The rush is bad counselor.,"In a hurry, the devil gets in the way.","In a hurry, you will laugh at people."
4900,19733,Please hurry.,Please hurry.,Please hurry.,Please hurry.,"Hurry up, please.",Please hurry.,Please hurry!,Please hurry.,Hurry up.,Please hurry.,"Hurry up, please.","Hurry up, please.",Please hurry.,Please hurry.
5007,19847,I haven't seen him for a long time.,I haven't seen him in a long time.,I haven't seen him in a while.,I haven't seen him in a long time.,I haven't seen him in a long time.,I haven't seen him in a long time.,I haven't seen him in a long time.,I haven't seen him in a long time.,I haven't seen him in a long time.,I haven't seen him in a while.,I haven't seen him in a while.,I haven't seen him in a long time.,I haven't seen him for a long time.,I haven't seen him in a long time.
5224,20086,All that glitters is not gold.,It's not always gold that glows.,It's not all gold that shines.,Everything that shines isn't gold.,Everything that shines is not gold.,It's not all gold that shines.,Not all glitter is gold.,It's not all gold that shines.,Everything that shines is not gold.,Not all gold that shines.,Not all the gold that shines.,It's not gold all that shines.,Not everything that shines is gold.,All that glitters is not gold.
5235,20097,You are beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.,You're beautiful.
5418,20288,I'm not feeling well.,I don't feel well.,I don't feel well.,I don't feel so good.,I'm not feeling well.,I don't feel well.,I don't feel well.,I don't feel well.,I'm not feeling well.,I don't feel good.,I don't feel so good.,I don't feel well.,I don't feel well.,I'm not feeling well.
5471,20344,Take it easy.,Relax.,Take it easy.,Take it easy.,Stay cool.,Calm down!,Take it easy.,Don't worry.,Calm down.,Take it easy.,Look at this easy.,Relax.,Calm down.,Don't worry.
5504,20379,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you crazy?,Are you out of your mind?,Are you crazy?,Are you crazy?
5514,20392,Never mind.,It doesn't matter.,Doesn't matter.,It doesn't matter.,It's okay.,It doesn't matter.,Never mind.,It doesn't matter.,Don't worry about it.,Never mind.,Doesn't matter.,Forget it.,Never mind.,Never mind.
5520,20398,Forget it.,Don't worry about it.,Forget that.,Forget it.,Forget it.,Forget it.,Forget it.,Forget it.,Don't worry about it.,Forget it!,Forget it.,Forget it.,Forget it.,Come on!
5526,20405,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm tired.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm so tired.,I'm exhausted.
5823,20719,Look out!,Watch out!,Look out!,Look out!,Be careful!,Watch out!,Look out!,Attention!,Look out!,Look out!,Look out!,Waters!,Look out!,Watch out!
6087,21003,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.,I want something sweet.
6174,21098,"Check, please.",Please close the account.,Please check.,"Check, please.","Check it out, please.","The bill, please!","Check, please.","Check, please.","The bill, please.","Can I have the check, please?","Check, please.","Check, please.","Check, please.","The bill, please!"
6197,21124,I feel cold.,I feel cold.,I'm cold.,Mine's cold.,I'm cold.,I'm cold.,I'm cold.,I'm cold.,I feel cold.,I'm cold.,I'm cold.,I'm cold.,I'm cold.,I'm cold.
6326,21259,It's a piece of cake.,Piece of cake.,That's child's play.,It's a piece of cake.,It's a piece of cake.,It's a piece of cake.,Piece of cake.,It's a piece of cake.,It's an easy win.,It's a piece of cake.,Spit it out.,He's sucked.,It's very easy to do that.,It's easy to spit!
6333,21267,Have fun.,Have fun.,Have fun!,Have fun!,Have fun!,Have fun!,Have fun!,Have fun!,Have fun.,Have fun.,Enjoy.,Have fun!,Have fun.,Enjoy.
6711,21678,Do you remember?,Do you remember?,Remember?,Remember?,Do you remember?,Remember?,Do you remember?,Remember?,Do you remember?,Remember?,Do you remember?,Remember?,Do you remember?,Do you remember?
6961,21938,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I'd like to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.,I want to go abroad.
7080,22061,Open up.,Open the door!,Open up!,Open up.,Open up!,Open up!,Open up.,Open up.,Open the door.,"Open up, open up, open up, open up, open up, open up, open up, open up, open up, open up, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open, open,",Open it.,Open up.,Open up.,Open up.
